date,date,Aggravated Assault,Aircraft,Arson,Assembly or Gathering Violations,Auto Theft,Auto Theft Recovery,Ballistics,Biological Threat,Bomb Hoax,Burglary - No Property Taken,Commercial Burglary,Confidence Games,Counterfeiting,Criminal Harassment,Disorderly Conduct,Drug Violation,Embezzlement,Evading Fare,Explosives,Fire Related Reports,Firearm Discovery,Firearm Violations,Fraud,Gambling,HOME INVASION,HUMAN TRAFFICKING,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,Harassment,Harbor Related Incidents,Homicide,INVESTIGATE PERSON,Investigate Person,Investigate Property,Landlord/Tenant Disputes,Larceny,Larceny From Motor Vehicle,License Plate Related Incidents,License Violation,Liquor Violation,Manslaughter,Medical Assistance,Missing Person Located,Missing Person Reported,Motor Vehicle Accident Response,Offenses Against Child / Family,Operating Under the Influence,Other,Other Burglary,Phone Call Complaints,Police Service Incidents,Prisoner Related Incidents,Property Found,Property Lost,Property Related Damage,Prostitution,Recovered Stolen Property,Residential Burglary,Restraining Order Violations,Robbery,Search Warrants,Service,Simple Assault,Towed,Vandalism,Verbal Disputes,Violations,Warrant Arrests,moonPhase,total
2015-08-02,2015-08-02,9.0,,,1.0,2.0,1.0,,,,,,2.0,,,2.0,3.0,,1.0,,,,,2.0,,,,,3.0,,,,11.0,11.0,2.0,27.0,14.0,2.0,1.0,,,7.0,3.0,2.0,24.0,,,16.0,,,4.0,,6.0,11.0,2.0,,1.0,7.0,,7.0,,,21.0,4.0,16.0,4.0,8.0,5.0,0.58,242
2015-08-03,2015-08-03,9.0,,,,7.0,2.0,2.0,,,,2.0,1.0,,,3.0,26.0,,,,4.0,,,4.0,,,,,3.0,,,,5.0,6.0,2.0,29.0,10.0,,,,,15.0,5.0,3.0,21.0,,1.0,18.0,,,3.0,,7.0,13.0,3.0,,2.0,12.0,4.0,2.0,1.0,,11.0,11.0,15.0,7.0,5.0,13.0,0.62,287
2015-08-04,2015-08-04,4.0,,,,6.0,3.0,2.0,,,,2.0,3.0,1.0,,3.0,17.0,1.0,1.0,,2.0,1.0,2.0,7.0,,,,,1.0,,,,8.0,6.0,,26.0,12.0,,,2.0,,10.0,4.0,3.0,24.0,,1.0,22.0,,,7.0,,3.0,9.0,13.0,,2.0,12.0,4.0,3.0,,,12.0,6.0,12.0,7.0,5.0,7.0,0.66,276
2015-08-05,2015-08-05,8.0,,,,8.0,,1.0,,,,1.0,2.0,4.0,,4.0,23.0,,,,1.0,,4.0,5.0,,,,,,,,,20.0,4.0,1.0,35.0,7.0,,3.0,2.0,,15.0,4.0,2.0,32.0,2.0,1.0,17.0,1.0,,8.0,,3.0,6.0,2.0,,2.0,4.0,2.0,4.0,,,20.0,5.0,14.0,8.0,7.0,10.0,0.69,302
2015-08-06,2015-08-06,10.0,,,,2.0,,,,,,,1.0,2.0,,1.0,13.0,1.0,,,2.0,,4.0,5.0,,,,,1.0,,,,8.0,5.0,2.0,25.0,12.0,,1.0,1.0,,14.0,1.0,1.0,33.0,,,30.0,,,3.0,,9.0,7.0,1.0,,2.0,7.0,,1.0,,2.0,10.0,7.0,31.0,10.0,6.0,5.0,0.73,276
2015-08-07,2015-08-07,8.0,,,,5.0,,1.0,,,,1.0,3.0,2.0,,6.0,19.0,2.0,2.0,,2.0,,,2.0,,,,,3.0,,,,14.0,5.0,,24.0,14.0,,,3.0,,20.0,5.0,5.0,34.0,,,19.0,4.0,,6.0,,2.0,12.0,1.0,,1.0,15.0,2.0,9.0,1.0,,12.0,5.0,16.0,4.0,3.0,8.0,0.77,300
2015-08-08,2015-08-08,5.0,,,2.0,4.0,1.0,,,,,,1.0,,,3.0,14.0,1.0,,,,3.0,2.0,5.0,,,,,3.0,,,,11.0,11.0,,26.0,13.0,,1.0,1.0,,10.0,5.0,3.0,22.0,1.0,2.0,15.0,1.0,,3.0,,1.0,9.0,,,2.0,10.0,,4.0,,,13.0,9.0,20.0,9.0,4.0,2.0,0.8,252
2015-08-09,2015-08-09,11.0,,,,5.0,1.0,1.0,,,,,,1.0,,5.0,9.0,,,,1.0,,1.0,1.0,,,,,2.0,,,,14.0,4.0,,23.0,8.0,1.0,2.0,2.0,,9.0,4.0,3.0,25.0,2.0,1.0,11.0,,,4.0,1.0,2.0,8.0,1.0,,1.0,10.0,1.0,7.0,,,14.0,3.0,9.0,5.0,6.0,2.0,0.84,221
2015-08-10,2015-08-10,6.0,,,,,2.0,1.0,,,,1.0,7.0,3.0,,2.0,22.0,1.0,,,6.0,2.0,1.0,3.0,,,,,1.0,,,,9.0,3.0,,14.0,7.0,,1.0,,,14.0,5.0,3.0,37.0,,,18.0,,,3.0,,16.0,9.0,,1.0,1.0,8.0,2.0,10.0,2.0,,15.0,13.0,15.0,8.0,9.0,6.0,0.87,287
2015-08-11,2015-08-11,7.0,,,,,,1.0,,1.0,,2.0,3.0,1.0,,1.0,18.0,,,,,,2.0,6.0,,,,,4.0,,,,16.0,1.0,2.0,27.0,12.0,1.0,,,,14.0,2.0,3.0,21.0,2.0,,18.0,1.0,,9.0,,5.0,10.0,2.0,1.0,2.0,10.0,,4.0,1.0,2.0,11.0,3.0,5.0,7.0,7.0,8.0,0.91,253
2015-08-12,2015-08-12,8.0,,,1.0,5.0,,2.0,,,,,5.0,,,1.0,10.0,,,,2.0,,2.0,8.0,,,,,2.0,,5.0,,8.0,9.0,,25.0,10.0,1.0,1.0,,,16.0,1.0,,22.0,1.0,,22.0,1.0,,4.0,,2.0,5.0,1.0,,2.0,5.0,2.0,3.0,1.0,,14.0,8.0,10.0,6.0,11.0,11.0,0.94,253
2015-08-13,2015-08-13,8.0,,,,6.0,2.0,1.0,,,,2.0,12.0,2.0,,3.0,29.0,,,,1.0,,4.0,8.0,,,,,,,,,8.0,5.0,,27.0,11.0,1.0,,,,9.0,5.0,2.0,22.0,,1.0,24.0,1.0,,5.0,,3.0,12.0,2.0,,1.0,6.0,3.0,4.0,1.0,,10.0,9.0,13.0,6.0,5.0,9.0,0.97,283
2015-08-14,2015-08-14,13.0,,,1.0,10.0,1.0,,,,,1.0,8.0,3.0,,,25.0,,1.0,,1.0,,5.0,10.0,,,,,2.0,,,,11.0,8.0,1.0,29.0,3.0,1.0,,1.0,,10.0,3.0,1.0,30.0,,,15.0,,,7.0,,4.0,6.0,,,1.0,11.0,2.0,8.0,,,15.0,9.0,13.0,10.0,5.0,8.0,0.01,293
2015-08-15,2015-08-15,12.0,,,,3.0,1.0,4.0,,,,1.0,3.0,,,2.0,10.0,,,,1.0,1.0,4.0,8.0,,,,,1.0,1.0,,,14.0,6.0,1.0,17.0,9.0,,1.0,,,16.0,2.0,1.0,31.0,,,16.0,,,2.0,,4.0,6.0,4.0,,,9.0,4.0,4.0,1.0,,15.0,14.0,14.0,6.0,4.0,4.0,0.04,257
2015-08-16,2015-08-16,9.0,,,,3.0,,,,,,,2.0,,,3.0,7.0,,,,2.0,1.0,,1.0,,,,,4.0,,,,13.0,3.0,1.0,18.0,13.0,1.0,1.0,1.0,,13.0,6.0,1.0,27.0,1.0,1.0,11.0,1.0,,1.0,,1.0,9.0,,,,5.0,,4.0,,,15.0,2.0,18.0,5.0,7.0,1.0,0.07,212
2015-08-17,2015-08-17,7.0,,,,2.0,,3.0,,,,2.0,8.0,3.0,1.0,6.0,15.0,,,,1.0,,2.0,8.0,,,,,1.0,,,,12.0,6.0,1.0,31.0,15.0,,1.0,,,19.0,5.0,4.0,32.0,,1.0,10.0,1.0,,6.0,,4.0,11.0,1.0,,,10.0,2.0,2.0,,,13.0,5.0,12.0,12.0,3.0,5.0,0.1,283
2015-08-18,2015-08-18,5.0,1.0,,1.0,11.0,,,,,,1.0,5.0,1.0,,3.0,22.0,,,,,1.0,3.0,6.0,,,,,1.0,,,,14.0,9.0,,38.0,11.0,,,2.0,,13.0,1.0,3.0,23.0,,2.0,18.0,,,3.0,1.0,4.0,3.0,,3.0,3.0,18.0,2.0,2.0,,,16.0,7.0,10.0,6.0,13.0,16.0,0.13,302
2015-08-19,2015-08-19,10.0,,,3.0,1.0,1.0,2.0,,,,1.0,6.0,2.0,,1.0,19.0,,,,1.0,1.0,,3.0,,,,,1.0,,,,17.0,7.0,,31.0,15.0,1.0,2.0,,,13.0,2.0,2.0,31.0,2.0,,16.0,2.0,,,,1.0,4.0,,,,6.0,2.0,5.0,,,9.0,10.0,9.0,8.0,5.0,7.0,0.16,259
2015-08-20,2015-08-20,7.0,,,,6.0,,1.0,,1.0,,1.0,3.0,,,3.0,28.0,,1.0,,1.0,3.0,7.0,7.0,,,,,2.0,,,,5.0,6.0,1.0,25.0,13.0,2.0,1.0,1.0,,11.0,4.0,4.0,25.0,1.0,,12.0,1.0,,5.0,,,13.0,1.0,,2.0,9.0,,6.0,3.0,,9.0,6.0,12.0,8.0,2.0,6.0,0.19,265
2015-08-21,2015-08-21,11.0,,,,2.0,,,,,,2.0,1.0,,1.0,2.0,20.0,,,,2.0,4.0,1.0,5.0,,,,,2.0,,,,14.0,2.0,1.0,21.0,10.0,1.0,2.0,1.0,,20.0,5.0,6.0,39.0,1.0,,14.0,,,4.0,,9.0,8.0,3.0,,1.0,8.0,,7.0,2.0,,10.0,7.0,12.0,5.0,9.0,11.0,0.22,286
2015-08-22,2015-08-22,5.0,,1.0,3.0,9.0,,,,,,2.0,1.0,2.0,,4.0,11.0,,1.0,,2.0,2.0,3.0,3.0,,,,,3.0,,,,9.0,2.0,,31.0,13.0,2.0,1.0,4.0,,10.0,6.0,5.0,24.0,2.0,,26.0,,,3.0,,4.0,2.0,,,,14.0,4.0,2.0,,1.0,14.0,12.0,12.0,10.0,10.0,7.0,0.25,282
2015-08-23,2015-08-23,5.0,,,,10.0,3.0,,,1.0,,2.0,4.0,3.0,,7.0,6.0,,1.0,,1.0,,4.0,,,,,,1.0,,,,4.0,11.0,,12.0,12.0,,2.0,,,14.0,3.0,2.0,26.0,1.0,3.0,11.0,1.0,1.0,4.0,,2.0,5.0,,,1.0,2.0,2.0,1.0,,1.0,13.0,9.0,13.0,8.0,3.0,4.0,0.28,219
2015-08-24,2015-08-24,7.0,,,,12.0,,,,,,,2.0,,,,16.0,1.0,1.0,,1.0,,,5.0,,,,,1.0,,,,9.0,3.0,,33.0,10.0,1.0,4.0,1.0,,12.0,2.0,1.0,31.0,1.0,2.0,15.0,,,9.0,1.0,4.0,9.0,,,3.0,11.0,1.0,6.0,,1.0,14.0,8.0,10.0,5.0,6.0,8.0,0.31,267
2015-08-25,2015-08-25,4.0,,,,5.0,,2.0,,,,4.0,5.0,,2.0,2.0,28.0,,,,1.0,6.0,,9.0,,,,,,,,,22.0,2.0,1.0,20.0,16.0,,1.0,1.0,,12.0,5.0,4.0,21.0,,,20.0,4.0,,5.0,,4.0,3.0,1.0,,1.0,11.0,,6.0,4.0,1.0,8.0,7.0,16.0,10.0,10.0,4.0,0.35,288
2015-08-26,2015-08-26,7.0,,,1.0,7.0,1.0,,,,,1.0,8.0,2.0,1.0,1.0,19.0,1.0,,,1.0,2.0,3.0,10.0,,,,,2.0,,,,12.0,5.0,1.0,27.0,11.0,,,2.0,,22.0,2.0,,35.0,,,25.0,2.0,,5.0,,4.0,14.0,,,1.0,4.0,1.0,1.0,1.0,2.0,5.0,9.0,16.0,9.0,7.0,8.0,0.38,298
2015-08-27,2015-08-27,7.0,,,,3.0,1.0,,,,,3.0,3.0,,,,17.0,,2.0,,,2.0,,4.0,,,,,1.0,,,,12.0,3.0,,21.0,10.0,,2.0,,,10.0,3.0,5.0,35.0,,,19.0,,,3.0,1.0,4.0,9.0,1.0,,2.0,6.0,1.0,3.0,,3.0,11.0,9.0,11.0,4.0,8.0,8.0,0.42,247
2015-08-28,2015-08-28,3.0,,,1.0,6.0,1.0,,,,,2.0,2.0,2.0,,1.0,8.0,3.0,,,2.0,4.0,2.0,3.0,,,,,4.0,,,,11.0,6.0,2.0,23.0,10.0,2.0,2.0,,,11.0,6.0,3.0,36.0,,,20.0,1.0,,4.0,,7.0,11.0,,,4.0,6.0,1.0,6.0,3.0,,13.0,3.0,16.0,8.0,5.0,6.0,0.46,270
2015-08-29,2015-08-29,9.0,,,1.0,4.0,,6.0,,,,2.0,1.0,,,3.0,6.0,,1.0,,,,4.0,4.0,,,,,,,4.0,,10.0,11.0,3.0,19.0,10.0,,4.0,3.0,,20.0,12.0,6.0,32.0,,,20.0,3.0,,5.0,1.0,2.0,10.0,,,,6.0,,4.0,,,19.0,12.0,18.0,7.0,7.0,6.0,0.49,295
2015-08-30,2015-08-30,6.0,,,4.0,8.0,,1.0,,,,1.0,1.0,,1.0,,7.0,,,,1.0,,1.0,,,,,,3.0,,,,11.0,5.0,2.0,28.0,14.0,,,,,16.0,,,43.0,1.0,2.0,15.0,,,,,3.0,4.0,1.0,,1.0,11.0,,5.0,,1.0,19.0,14.0,13.0,9.0,3.0,4.0,0.53,259
2015-08-31,2015-08-31,6.0,,,1.0,8.0,1.0,2.0,,,,2.0,4.0,1.0,1.0,2.0,16.0,,,,6.0,2.0,,6.0,,,,,1.0,,,,8.0,8.0,3.0,26.0,9.0,1.0,,2.0,,20.0,2.0,,38.0,,,25.0,,,4.0,,2.0,10.0,3.0,,1.0,7.0,1.0,7.0,3.0,,12.0,8.0,20.0,6.0,13.0,6.0,0.57,304
2015-09-01,2015-09-01,4.0,,,1.0,7.0,,,,,,,6.0,2.0,,3.0,21.0,1.0,,,3.0,,,10.0,,,,,6.0,,,,16.0,5.0,2.0,32.0,5.0,,,,,17.0,4.0,1.0,36.0,,1.0,25.0,2.0,,4.0,,,11.0,,,1.0,4.0,2.0,1.0,,,11.0,18.0,17.0,8.0,9.0,7.0,0.61,303
2015-09-02,2015-09-02,5.0,,,,8.0,,2.0,,,,1.0,1.0,3.0,1.0,3.0,30.0,,1.0,,1.0,6.0,4.0,9.0,,,,,2.0,,,,15.0,5.0,,25.0,10.0,,,1.0,,17.0,4.0,1.0,27.0,1.0,,20.0,,,5.0,,5.0,10.0,1.0,1.0,2.0,6.0,1.0,7.0,4.0,1.0,11.0,10.0,12.0,6.0,8.0,5.0,0.65,298
2015-09-03,2015-09-03,14.0,,,,8.0,,2.0,,,,2.0,,2.0,,3.0,14.0,1.0,1.0,,1.0,2.0,5.0,6.0,,,,,2.0,,,,6.0,7.0,2.0,31.0,8.0,,,4.0,,21.0,4.0,5.0,26.0,1.0,,15.0,1.0,,3.0,,4.0,14.0,,,2.0,7.0,,4.0,2.0,,10.0,7.0,10.0,7.0,4.0,12.0,0.68,280
2015-09-04,2015-09-04,5.0,,,2.0,8.0,2.0,1.0,,,,,4.0,1.0,1.0,2.0,16.0,,3.0,,,2.0,1.0,6.0,,,,,1.0,,,,14.0,5.0,2.0,28.0,8.0,,2.0,,,10.0,3.0,4.0,34.0,1.0,,23.0,1.0,,2.0,,1.0,6.0,,,1.0,11.0,1.0,6.0,,,14.0,12.0,17.0,4.0,10.0,6.0,0.72,281
2015-09-05,2015-09-05,10.0,,,5.0,7.0,,,,,,1.0,2.0,,2.0,1.0,8.0,,2.0,,,1.0,1.0,3.0,,,,,2.0,,,,9.0,9.0,,25.0,14.0,,,,,12.0,7.0,4.0,25.0,,1.0,14.0,,,2.0,,4.0,11.0,1.0,1.0,,1.0,3.0,5.0,,,12.0,8.0,6.0,7.0,10.0,5.0,0.75,241
2015-09-06,2015-09-06,8.0,,,5.0,4.0,1.0,1.0,,,,,3.0,,,1.0,3.0,1.0,,,4.0,,1.0,3.0,,,,,2.0,,,,7.0,9.0,1.0,21.0,11.0,,,2.0,,14.0,2.0,3.0,36.0,1.0,3.0,5.0,,,3.0,,7.0,6.0,,,1.0,8.0,2.0,8.0,,,10.0,8.0,16.0,9.0,4.0,,0.79,234
2015-09-07,2015-09-07,2.0,,,2.0,6.0,,1.0,,,,2.0,1.0,2.0,,2.0,10.0,1.0,,,1.0,1.0,1.0,5.0,,,,,1.0,,,,14.0,10.0,,17.0,6.0,,,1.0,,18.0,4.0,6.0,15.0,2.0,2.0,20.0,1.0,,2.0,,9.0,8.0,,1.0,2.0,4.0,2.0,9.0,,1.0,13.0,8.0,10.0,5.0,12.0,4.0,0.82,244
2015-09-08,2015-09-08,9.0,,,,6.0,,1.0,,,,3.0,5.0,,,2.0,32.0,,,,4.0,1.0,2.0,8.0,,,,,3.0,,,,12.0,5.0,,31.0,6.0,,1.0,2.0,,16.0,5.0,2.0,26.0,,1.0,15.0,,,4.0,,3.0,9.0,,1.0,,9.0,1.0,7.0,1.0,,10.0,14.0,13.0,4.0,6.0,12.0,0.86,292
2015-09-09,2015-09-09,5.0,,,1.0,11.0,,2.0,,,,,5.0,,1.0,1.0,28.0,1.0,,,,1.0,2.0,5.0,,,,,3.0,,,,19.0,6.0,3.0,22.0,6.0,1.0,,1.0,,15.0,3.0,4.0,40.0,,,18.0,,,3.0,,4.0,6.0,1.0,,,5.0,1.0,6.0,2.0,,18.0,10.0,13.0,11.0,3.0,12.0,0.89,299
2015-09-10,2015-09-10,9.0,,,1.0,7.0,2.0,1.0,,,,1.0,2.0,3.0,1.0,4.0,18.0,1.0,,,,2.0,,6.0,,,,,5.0,,1.0,,10.0,8.0,2.0,25.0,8.0,,1.0,3.0,,18.0,3.0,,24.0,,,26.0,,,3.0,,1.0,10.0,1.0,1.0,1.0,8.0,,6.0,1.0,,11.0,6.0,14.0,8.0,6.0,12.0,0.92,281
2015-09-11,2015-09-11,6.0,,,4.0,6.0,1.0,1.0,,,,1.0,3.0,1.0,,4.0,16.0,,1.0,,,3.0,1.0,7.0,,,,,2.0,,,,11.0,8.0,1.0,29.0,11.0,,,1.0,,15.0,2.0,,30.0,,,17.0,,1.0,7.0,,3.0,13.0,1.0,,,7.0,2.0,2.0,,,9.0,9.0,16.0,9.0,9.0,3.0,0.95,273
2015-09-12,2015-09-12,10.0,,,7.0,6.0,1.0,,,,,,3.0,3.0,,3.0,23.0,,1.0,,5.0,2.0,1.0,5.0,,,,,1.0,,,,15.0,10.0,2.0,20.0,12.0,,3.0,2.0,,17.0,3.0,3.0,39.0,1.0,1.0,16.0,,,1.0,1.0,1.0,5.0,3.0,,1.0,5.0,2.0,5.0,1.0,,16.0,18.0,11.0,2.0,16.0,2.0,0.98,305
2015-09-13,2015-09-13,10.0,,,5.0,5.0,,,,,,1.0,2.0,1.0,,3.0,6.0,1.0,,,,1.0,,2.0,,,,,,,,,12.0,4.0,,14.0,9.0,1.0,2.0,,,16.0,3.0,1.0,34.0,3.0,,20.0,1.0,,2.0,,5.0,1.0,2.0,,,14.0,,2.0,,,17.0,9.0,12.0,10.0,4.0,5.0,0.01,240
2015-09-14,2015-09-14,5.0,,,1.0,4.0,1.0,1.0,,,,,2.0,2.0,,1.0,23.0,,,,2.0,2.0,2.0,7.0,,,,,5.0,,,,12.0,3.0,3.0,17.0,8.0,,1.0,2.0,,21.0,5.0,1.0,38.0,,1.0,20.0,,,2.0,,2.0,5.0,1.0,,,4.0,3.0,7.0,3.0,,8.0,7.0,7.0,10.0,9.0,5.0,0.04,263
2015-09-15,2015-09-15,10.0,,,,7.0,,1.0,,,,2.0,3.0,2.0,,3.0,26.0,,,,1.0,1.0,3.0,6.0,,,,,6.0,,,,6.0,4.0,2.0,20.0,12.0,,1.0,3.0,,25.0,4.0,3.0,33.0,,,25.0,,,7.0,,2.0,7.0,,3.0,,6.0,1.0,5.0,4.0,1.0,11.0,7.0,11.0,4.0,11.0,13.0,0.07,302
2015-09-16,2015-09-16,5.0,,,,7.0,,,,,,2.0,2.0,2.0,,2.0,32.0,1.0,,,1.0,,2.0,5.0,,,,,,,1.0,,18.0,4.0,1.0,21.0,5.0,,2.0,1.0,,20.0,1.0,,31.0,,1.0,23.0,,,6.0,,1.0,10.0,2.0,,2.0,12.0,2.0,3.0,1.0,,11.0,6.0,13.0,8.0,4.0,10.0,0.1,281
2015-09-17,2015-09-17,11.0,,,,8.0,2.0,1.0,,,,1.0,2.0,2.0,,3.0,20.0,1.0,1.0,,3.0,,1.0,3.0,,,,,2.0,,,,14.0,11.0,2.0,32.0,8.0,,1.0,,,19.0,5.0,6.0,30.0,1.0,,14.0,,,1.0,,3.0,7.0,1.0,1.0,,6.0,2.0,7.0,2.0,,13.0,12.0,13.0,7.0,8.0,14.0,0.13,301
2015-09-18,2015-09-18,5.0,,,5.0,7.0,,2.0,,,,,3.0,,,2.0,19.0,2.0,,,1.0,,4.0,7.0,,,,,1.0,1.0,,,16.0,8.0,1.0,21.0,16.0,,1.0,,,20.0,4.0,5.0,25.0,1.0,1.0,22.0,1.0,,6.0,,2.0,13.0,,,1.0,9.0,3.0,3.0,1.0,,14.0,5.0,20.0,7.0,11.0,7.0,0.17,303
2015-09-19,2015-09-19,14.0,,,10.0,10.0,,,,,,2.0,5.0,,,4.0,8.0,,,,2.0,1.0,4.0,1.0,,,,,1.0,,,,15.0,8.0,3.0,25.0,17.0,,,1.0,,22.0,2.0,1.0,35.0,,,22.0,2.0,,2.0,,3.0,11.0,,,2.0,6.0,1.0,6.0,,1.0,13.0,13.0,26.0,7.0,9.0,11.0,0.2,326
2015-09-20,2015-09-20,8.0,,,,14.0,2.0,1.0,,1.0,,1.0,3.0,2.0,,2.0,9.0,,1.0,,2.0,,2.0,2.0,,,,,1.0,,1.0,,10.0,10.0,,25.0,12.0,1.0,2.0,,,9.0,2.0,2.0,33.0,,3.0,11.0,2.0,,2.0,,2.0,6.0,,,1.0,9.0,1.0,5.0,,1.0,19.0,8.0,24.0,10.0,5.0,2.0,0.23,269
2015-09-21,2015-09-21,8.0,,1.0,,8.0,1.0,2.0,,,,2.0,6.0,2.0,,8.0,18.0,,,,1.0,3.0,6.0,4.0,,,,,2.0,,,,14.0,8.0,2.0,24.0,10.0,,2.0,1.0,,17.0,3.0,3.0,38.0,1.0,1.0,24.0,4.0,,4.0,,2.0,6.0,,,2.0,6.0,2.0,3.0,,,6.0,7.0,14.0,6.0,9.0,6.0,0.26,297
2015-09-22,2015-09-22,5.0,,,1.0,7.0,2.0,2.0,,,,,9.0,1.0,,4.0,17.0,,,,3.0,1.0,1.0,5.0,,,,,,,,,10.0,3.0,,27.0,2.0,,,1.0,,13.0,4.0,1.0,44.0,,,17.0,,,3.0,1.0,2.0,4.0,1.0,,3.0,14.0,3.0,2.0,,,12.0,8.0,16.0,8.0,7.0,8.0,0.3,272
2015-09-23,2015-09-23,11.0,,,2.0,4.0,1.0,1.0,,,,,3.0,,,2.0,20.0,1.0,,,,,2.0,3.0,,,,,1.0,,1.0,,16.0,3.0,1.0,26.0,13.0,,1.0,,,15.0,5.0,4.0,32.0,1.0,,23.0,,,5.0,,2.0,9.0,,,1.0,9.0,4.0,6.0,2.0,,16.0,6.0,9.0,13.0,9.0,8.0,0.33,291
2015-09-24,2015-09-24,10.0,,1.0,1.0,5.0,1.0,1.0,,,,3.0,,3.0,,9.0,18.0,,,,,3.0,3.0,4.0,,,,,,,,,12.0,5.0,1.0,27.0,9.0,2.0,,1.0,,17.0,1.0,2.0,26.0,,,21.0,,,6.0,,4.0,4.0,1.0,1.0,4.0,8.0,3.0,1.0,,1.0,19.0,6.0,10.0,9.0,13.0,9.0,0.37,285
2015-09-25,2015-09-25,7.0,,,4.0,8.0,1.0,2.0,,,,2.0,3.0,2.0,,4.0,29.0,1.0,1.0,,2.0,4.0,1.0,3.0,,,,,1.0,,,,11.0,8.0,,39.0,10.0,,1.0,2.0,,16.0,9.0,8.0,39.0,,,15.0,,,5.0,1.0,4.0,13.0,1.0,,1.0,9.0,,5.0,4.0,2.0,13.0,14.0,12.0,4.0,13.0,8.0,0.41,342
2015-09-26,2015-09-26,11.0,,2.0,6.0,5.0,1.0,3.0,,,,1.0,4.0,1.0,,2.0,12.0,,,,4.0,,,,,,,,,,,,11.0,11.0,,25.0,19.0,,1.0,1.0,,9.0,5.0,4.0,32.0,,2.0,15.0,1.0,,2.0,,7.0,13.0,,,1.0,6.0,1.0,5.0,,,13.0,13.0,14.0,7.0,7.0,1.0,0.45,278
2015-09-27,2015-09-27,11.0,,,2.0,5.0,1.0,2.0,,,,1.0,,,,4.0,13.0,,,,4.0,,,2.0,,,,,3.0,,,,17.0,9.0,1.0,22.0,9.0,2.0,1.0,3.0,,12.0,4.0,4.0,23.0,1.0,1.0,17.0,,,1.0,,3.0,7.0,,,1.0,7.0,1.0,11.0,,2.0,13.0,13.0,11.0,8.0,6.0,3.0,0.48,261
2015-09-28,2015-09-28,5.0,,,,8.0,,1.0,,,,,4.0,1.0,,2.0,10.0,,,,2.0,,3.0,9.0,,,,,,,,,18.0,7.0,,33.0,12.0,4.0,,3.0,,22.0,2.0,2.0,29.0,,,14.0,1.0,,2.0,,5.0,9.0,,,2.0,5.0,1.0,4.0,,,15.0,9.0,19.0,9.0,7.0,12.0,0.52,291
2015-09-29,2015-09-29,6.0,,,1.0,3.0,,2.0,,,,2.0,3.0,1.0,,2.0,20.0,,,,,4.0,1.0,7.0,,,,,1.0,,,,20.0,6.0,2.0,20.0,9.0,1.0,1.0,2.0,,21.0,2.0,1.0,29.0,,,20.0,,,6.0,,2.0,5.0,1.0,,3.0,4.0,1.0,6.0,,,12.0,5.0,10.0,6.0,14.0,10.0,0.56,272
2015-09-30,2015-09-30,6.0,,,,7.0,1.0,,,,,1.0,1.0,3.0,1.0,2.0,14.0,,,,1.0,2.0,,4.0,,,,,1.0,,1.0,,7.0,3.0,2.0,24.0,5.0,,,,,14.0,1.0,3.0,32.0,1.0,,14.0,,,4.0,,5.0,7.0,5.0,,1.0,6.0,1.0,6.0,1.0,1.0,11.0,6.0,8.0,4.0,3.0,6.0,0.6,226
2015-10-01,2015-10-01,3.0,,,,4.0,3.0,2.0,,,,1.0,6.0,2.0,,3.0,20.0,,,,2.0,,1.0,7.0,1.0,,,,1.0,,,,21.0,3.0,1.0,19.0,6.0,,,,,16.0,1.0,,34.0,,,27.0,,,4.0,1.0,3.0,14.0,,,,7.0,,2.0,1.0,,11.0,8.0,8.0,8.0,5.0,7.0,0.63,263
2015-10-02,2015-10-02,11.0,,,1.0,3.0,,1.0,,1.0,,1.0,5.0,2.0,1.0,1.0,30.0,,,,1.0,,,4.0,,,,,1.0,,,,18.0,6.0,1.0,24.0,13.0,,3.0,1.0,,12.0,4.0,3.0,31.0,1.0,,19.0,2.0,,7.0,,3.0,9.0,,,,8.0,2.0,8.0,3.0,2.0,15.0,8.0,12.0,5.0,6.0,18.0,0.67,307
2015-10-03,2015-10-03,2.0,,,7.0,5.0,,,,,,,2.0,,,2.0,13.0,,1.0,,4.0,,6.0,6.0,,,,,,,,,6.0,7.0,1.0,21.0,13.0,,1.0,3.0,,15.0,3.0,4.0,39.0,,2.0,14.0,,,1.0,,,9.0,3.0,,4.0,3.0,,7.0,,,16.0,6.0,14.0,8.0,8.0,3.0,0.7,259
2015-10-04,2015-10-04,9.0,,,4.0,4.0,,,,,,,1.0,,,,10.0,,,,1.0,,,5.0,,,,,1.0,1.0,,,12.0,6.0,,23.0,9.0,,3.0,2.0,,16.0,3.0,2.0,32.0,1.0,1.0,9.0,,,3.0,,2.0,8.0,,,1.0,5.0,,4.0,,,13.0,10.0,14.0,10.0,2.0,2.0,0.74,229
2015-10-05,2015-10-05,6.0,,,1.0,5.0,1.0,1.0,,,,1.0,2.0,,,2.0,26.0,1.0,,,2.0,2.0,1.0,9.0,,,,,1.0,,,,8.0,3.0,1.0,19.0,12.0,,,3.0,,15.0,5.0,4.0,29.0,,2.0,23.0,,,4.0,,,10.0,,,2.0,6.0,2.0,4.0,,,7.0,4.0,22.0,4.0,11.0,7.0,0.77,268
